hash author family filename
6b10e4ddf39b316ffe87d148a4626ed4 soos cryptography combined-crypto1-wff-seed-18-wffvars-450-cryptocplx-40-overlap-2.cnf.xz
6b2496b2ba23a00a1c6f45f87faeba5f schidler hypertree-decomposition Kakuro-easy-149-ext.xml.hg_4.cnf.xz
6b4f076f8ed55503b6a417dfe76dd35b schidler hypertree-decomposition Kakuro-easy-127-ext.xml.hg_6.cnf.xz
6b6cab90664478877c3a63248c9fb961 biere hardware-bmc g2-hwmcc15deep-6s33-k34.cnf.xz
6d04eefb847e8a70fdf3394c22cc794c preiner bitvector uum12.smt2.cnf.xz
6d094ef8ff8403c1338136bdc474b1c9 oostema coloring 4g_6color_180_100_02.cnf.xz
6d9b2fef1a2d5d26c96d654d1d85d06d chowdhury cellular-automata ps_300_301_30.cnf.xz
6eb1a684231ecfd5ba0617abfaa2c632 riveros schur-coloring schur-triples-7-90.cnf.xz
6eb486d72b1bfd46e22d20e366e85597 biere antibandwidth abw-X-can__715.mtx-w103.cnf.xz
6f82682182394eb554a47a55f6c4453e maoluo polynomial-multiplication newpol36-4.cnf.xz
6fc6c472b92f70f845c8d75c8268d44a savicky tensors size_5_5_5_i260_r12.cnf.xz
70628bc527228ff61fc0ebfc3a6ff20f oostema coloring 4g_5color_170_060_05.cnf.xz
709d0994d0c356b339b051a8e62d998a preiner bitvector bv-term-small-rw_206.smt2.cnf.xz
70a8711118d4eaf15674ebc71bfb7c35 johnson stedman-triples sted1_0x0_n438-636.cnf.xz
70d67c4d9aeb1412df80f33a06121cb9 riveros fermat fermat-770131695059117.cnf.xz
7238c9b56aecfad5079a5c20fa363185 unknown waerden-numbers VanDerWaerden_pd_2-3-26_635.cnf.xz
72a1b82b2c1f17b0e5e0d4a44937d848 manthey cnf-miter fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter.cnf.xz
744199dff0b9d2fc6f3f5b73d0f924c1 unknown unknown simon-mixed-s02bis-05.cnf.xz
74a7c2b5fbcf433b1bac43748c09e0ff heule tournament TT7F-34-24D.cnf.xz
760d32fe356e344f46a97fed6f51687b biere antibandwidth abw-N-bcsstk07.mtx-w44.cnf.xz
770180d477dbbf2d68c8812bb0a235e5 manthey cnf-miter fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter.cnf.xz
77d8d18a001b2f7ae4208299ddcf1422 paxian cryptography ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1579630418.cnf.xz
7882d223c35d697cb9e069b37bac4349 unknown generator rbsat-v2640c305320gyes10.cnf.xz
792b33e1963e294682d2188f36554008 hickey baseball-lineup baseballcover12with24_and2positions.cnf.xz
796f0662f0c7b23a00dec660d6622806 paxian cryptography ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_31944661.cnf.xz
7a057dad354465237f3e14900e400860 unknown hidoku hid-uns-enc-6-1-0-0-0-0-27601.cnf.xz
7a13ffe9546cc7dfabdedebb64700e8a nejati lam-discrete-geometry w19-20.0.cnf.xz
7a5e40de64066f1886156ce2f6ad20fb hartung core-based-generator ncc_none_2_19_5_3_1_0_435991723.cnf.xz
7a700945b9efe7d98a64e6d5da3c1aa7 unknown fpga-routing homer17.shuffled.cnf.xz
7a955f7b50c9e274fdd477006a02d609 riveros schur-coloring schur-triples-7-60.cnf.xz
7af73f846548141cc97b8a149a20bfbf bouvier vlsat vlsat2_57038_10572502.dimacs.cnf.xz
7b430dc4761000c3404b608fd5b1123e oostema coloring 6g_6color_366_040_04.cnf.xz
7bcbe64c5bdad9b53ca0aae0000e3bcf unknown unknown apn-sbox6-cut4-helpbox26.cnf.xz
7e2cceaad4188bcf9a915ebff0835157 savicky tensors size_4_5_5_i031_w31_r9.cnf.xz
7ec0edbb9a103444312504dfd67e0e72 unknown hidoku hid-uns-enc-6-1-0-0-0-0-3251.cnf.xz
8117a2ac08e1acf52f660663efe2a5ca guanfeng hgen 170225812.cnf.xz
817ce8d840cd29ce88294362ec9a3a5a chowdhury cellular-automata ps_300_311_20.cnf.xz
81c36c1f55a6ee8e180f53f140ce05a3 riveros 01-integer-programming 01-integer-programming-20-30-40.cnf.xz
81f247cf04746d7e0fb3ea77a760a0af jingchao discrete-logarithm dislog_a19_x19_n29.cnf.xz
8356e57e0e64b86e28bedb6aff099c96 bouvier vlsat vlsat2_15960_1464039.dimacs.cnf.xz
8483632ccd23319f4710174391d52c4f djamegni timetable Timetable_C_181_E_34_Cl_12_S_10.cnf.xz
849878639fdefb334f90392a4cfc1548 savicky tensors size_5_5_5_i019_r12.cnf.xz
84ace37814debb04200a7cf10e31f896 shaw cryptography preimage_80r_491m_160h_seed_71.cnf.xz
84ee8c52086baae8850e88cde56f4af9 savicky tensors size_5_5_5_i092_r12.cnf.xz
85071adde6e3118aef323066387a4aac jingchao discrete-logarithm dislog_a11_x11_n21.cnf.xz
8549a59214f5c35da1333eb1ee77df30 paxian cryptography PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf.xz
856e8a73e5c92ccdb42ee5851e67d207 djamegni timetable Timetable_C_241_E_34_Cl_16_S_12.cnf.xz
85b3227365fe9bf60b08b456c550bc85 shaw cryptography preimage_80r_491m_160h_seed_7.cnf.xz
85eef885042cc63551c8938d4f6ab02e djamegni timetable Timetable_C_466_E_50_Cl_31_S_28.cnf.xz
885a46fd38d5cb4388406ee286babc5e savicky tensors size_5_5_5_i059_r12.cnf.xz
88849daabda2e712f659c6edbc142229 hartung core-based-generator ncc_none_2_18_8_3_1_0_435991723.cnf.xz
8971386b2aa05d4029deaead24340fff manthey cnf-miter lang28.cnf.gz.CP3-cnfmiter.cnf.xz
897c9f5f6396aba631f6e78e675028a8 unknown unknown LABS_n038_goal002.cnf.xz
8a37400e66bf1cebf0145e95ee95da7f biere antibandwidth abw-Q-494_bus.mtx-w242.cnf.xz
8abb66e873f3f161eaa26ea46c52987e savicky tensors size_4_5_5_i035_w31_r9.cnf.xz
8b31606e10656ff7eb2936262b647443 unknown unknown stable-300-0.1-20-98765432130020.cnf.xz
8b463d3ac858ec91fb0056c0c17a0c75 oostema coloring 4g_5color_168_100_02.cnf.xz
8b6635639b3d4c02c28f28410f286d85 shaw cryptography preimage_80r_494m_160h_seed_378.cnf.xz
8bda0a67cfed5657a072d53e571d20ef biere antibandwidth abw-Q-494_bus.mtx-w208.cnf.xz
8bf857909f1117a9e29a4788bf77d485 unknown scheduling ctl_4291_567_11_unsat.cnf.xz
8c70a8d5d537e2c49a58d3c3787ca602 nejati lam-discrete-geometry w15.cnf.xz
8d04ddb02298c335394dc78b177bb0e4 newman station-repacking 53-131674.cnf.xz
8d212cd0912c67d6634a5ca8a5d9f7cb gacek cover Steiner-243-46-bce.cnf.xz
8e5e7c6eb2f50bf91a03da4958582ab4 yolcu termination full-bf-ga-6-ce.cnf.xz
8e905dfa09f45f7f50099f70cc38714c djamegni timetable Timetable_C_437_E_62_Cl_29_S_28.cnf.xz
9030e1888ba0aff5c7b0cf90adc47aaa biere antibandwidth abw-I-ash85.mtx-w24.cnf.xz
90d6cb8b040b5ad926248e8a75c0fb07 riveros ssp-0 ssp-0.046166496845693274.cnf.xz
9276ce38c625b2d00de247f8588f1542 soos cryptography combined-crypto1-wff-seed-102-wffvars-500-cryptocplx-31-overlap-2.cnf.xz
92c17c00d862668de6e6c45d4eecdc75 soos cryptography combined-crypto1-wff-seed-101-wffvars-500-cryptocplx-31-overlap-2.cnf.xz
92f994c5f2fe934d4ba65f781db417d9 gacek cover Steiner-729-113-bce.cnf.xz
931621d9964e9d0cd1c4001822015c92 kochemazov influence-maximization DLTM_twitter845_79_19.cnf.xz
931a63080ec1b4a034b0bf3aa4edd6c8 savicky tensors size_4_5_5_i028_w31_r9.cnf.xz
938be7a03ff1f4ac3b09faa40f7d12b4 riveros fermat fermat-33106286870663.cnf.xz
940aeb30818a6b0656c9906a32bcd7bc soos cryptography combined-crypto1-wff-seed-110-wffvars-500-cryptocplx-31-overlap-2.cnf.xz
9412f2d96dc9130e236a3446eb70e0c0 heule tournament TT7F-34-26.cnf.xz
9421f6e82c45ee7b58d5bcbe860ca3cc unknown tree-decomposition ex051_9-sc2018.cnf.xz
964f79e4878eb131f0c370bc5d2f2a0b biere antibandwidth abw-R-dwt__503.mtx-w64.cnf.xz
976649ddfe27c60bacb508ecd3499f39 frioux unknown g2-T85.2.1.cnf.xz
98a6390be8264c04046d5245c449c061 kochemazov influence-maximization DLTM_twitter454_70_12.cnf.xz
98c53d2e6e9cbf4a78a258adc529770a kochemazov influence-maximization DLTM_twitter304_77_11.cnf.xz
99ad93fc5e796a2e617e420f907aaa88 unknown unknown harder-php-025-024.sat05-1191.reshuffled-07.cnf.xz
9a85720c365680d985924c786fabad81 maoluo polynomial-multiplication newpol29-4.cnf.xz
9aaadc9d5e63938b3711ea6689579055 moon unknown mp1-9_49.cnf.xz
9b898146eb171d00db6a1c660e95011d soos cryptography combined-crypto1-wff-seed-8-wffvars-450-cryptocplx-40-overlap-2.cnf.xz
9c43b8ab458d810c54ea7e5d3a967fc0 savicky tensors size_5_5_5_i058_r12.cnf.xz
9d7caee59e9d362d132f1cd785de8a0b hartung core-based-generator ncc_none_21015_5_3_3_0_0_11.cnf.xz
9e4ca1fd351c9bcdd837bd19f96a25bf schuppan hardware-bmc schup-l2s-bc56s-1-k391.cnf.xz
9e7fcd9893a2abee4d76bc3b57d9ffa1 hickey baseball-lineup baseballcover13with25_and1positions.cnf.xz
9e867160f5dd14c2127a2e513f48b7d5 schidler hypertree-decomposition Kakuro-easy-148-ext.xml.hg_8.cnf.xz
a130a3f95891daed1bfd71c77bd2d8a1 unknown unknown SAT_dat.k80.cnf.xz
a19a069b6c4b8ea97285ab5a859b3253 yolcu termination full-bg-gb-9-ce.cnf.xz
a2ca167a8fdbf165f40b5d6dee94b040 newman station-repacking 58-134003.cnf.xz
a5507d7a8dacbc0ecd7abc8d631c266a gacek cover Steiner-27-10-bce.cnf.xz
a5d5c8ce132b1fc0e11ccd557c61bd5c chowdhury cellular-automata ps_200_316_70.cnf.xz
a5e35f56e307070fc85c7dfadacd377e nejati lam-discrete-geometry w19-2.0.cnf.xz
a5fc113e7d4899f4e4af14b87b6fd6ae schidler hypertree-decomposition Kakuro-easy-097-ext.xml.hg_4.cnf.xz
a81936d2c4de462ab55b6e4660f6f68d holten edge-matching b2005-p4-14x14c17h9-Ser5-0.cnf.xz
a91177361e567d8d16ecb7b847471860 chowdhury cellular-automata ps_300_312_20.cnf.xz
a977b9a5632108a51c303a648144f5e9 savicky tensors size_4_5_5_i003_w31_r9.cnf.xz
ab3dfe46aee7bfeb8301de497f36a05a schidler hypertree-decomposition Kakuro-easy-052-ext.xml.hg_4.cnf.xz
abf56d02b82b68d7b372f8a0eaaeb1f3 maoluo polynomial-multiplication newpol6-7.cnf.xz
ac6578650f8c5211fbaa1f86a46ccf6e maoluo polynomial-multiplication newpol7-6.cnf.xz
adeb4b7acbe99e55349d830bcf7da6bc unknown unknown mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf.xz
ae17bcd042e6140aa72a2cd9f4c42b9c bouvier vlsat vlsat2_37758_5364539.dimacs.cnf.xz
aef139dd6fc121fbc2d23e43cf88d32b gacek cover Steiner-729-112-bce.cnf.xz
af66c2b2ff8a9cd900d9f2f79e53f6a7 unknown unknown prime2209-84.cnf.xz
aff1b7e42aafff200fb43c5654004d72 oostema coloring 6g_5color_164_100_01.cnf.xz
b01346439155f2e815fe3754eccdc76c djamegni timetable Timetable_C_392_E_50_Cl_26_S_28.cnf.xz
b0384906155607b261b2fb070399ee2e newman station-repacking 53-131174.cnf.xz
b14723fd0acbb7a5b497c4ddb4e3d813 unknown software-verification sv-comp19_prop-reachsafety.queue_longer_false-unreach-call.i-witness.cnf.xz
b26e88b9b0d4b6f9e6ae95efe0b8df02 unknown generator rbsat-v760c43649g8.cnf.xz
b2a456f73623145ce5a839938aae5d8c oostema coloring 4g_6color_182_100_02.cnf.xz
b34924ea0812ea17683047a443b6ab99 djamegni timetable Timetable_C_226_E_34_Cl_15_S_12.cnf.xz
b37dd84a1ca56a24876590bd60c5cf57 maoluo polynomial-multiplication newpol4-6.cnf.xz
b3d4854cd2fe7e9f528a6fe75d727bad djamegni timetable Timetable_C_181_E_34_Cl_12_S_6.cnf.xz
